01/24/2025 11:18:54Time	T_hot_in(C)	T_cold_in(C)	T_cold_out(C)	T_hot_out(C)	mdot_cold(kg/s)	ASFASIFUAS(kg/s)	Diferencial_cold(bar)	Diferencial_hot(bar)	mdot_hot(kg/s)	ABS_cold(bar)	ABS_hot(bar)	q_cold(kW)	q_hot(kW)	ASFASYFY	Tau_cold_haste	Re_hot	Re_cold	U_global	PSIG_cold(bar)	R_fouling	PSIG_hot(bar)	PSID_hot(bar)	m_dot_hot	PSID_cold(bar)	m_dot_cold
2,04200  	0,00000  	0,00000  	0,00000  	0,00000  	-1,18512  	-0,20833  	-0,25900  	-0,86180  	-3,02442  	-1,72343  	-1,72415  	-0,00000  	-0,00000  	-254,35069  	-76,44127  	-9234,48090  	-3618,55272  	NaN  	NaN  	0,00000  	0,00000  	0,00000  	0,00000  	0,00000  	0,00000  	0,00000  
3,04194  	1327,82048  	1327,75450  	1327,82053  	26,52907  	0,05032  	-0,00413  	85706,53851  	0,00306  	0,00344  	-0,03511  	-0,03705  	39523864,35004  	392,17805  	0,90187  	25295332,54600  	0,00494  	0,00394  	-Inf  	-Inf  	0,00406  	0,00401  	0,00396  	0,00392  	1327,62170  	0,00400  	0,00400  
4,04403  	1327,82048  	199,33017  	1327,82053  	26,52873  	0,05278  	-0,00197  	85706,53851  	0,00393  	0,00364  	-0,01727  	-0,01922  	1226237,61368  	7030423,88244  	1,16017  	25295332,54600  	0,00523  	0,04464  	-Inf  	-Inf  	0,00406  	0,00402  	0,00396  	0,00396  	1327,62170  	0,00401  	0,00400  
5,04596  	309,36182  	773,42684  	309,36184  	26,53013  	0,05208  	0,01512  	85706,53851  	0,01184  	0,17663  	0,12405  	0,12200  	1328277,06053  	176,02844  	3,49486  	25295332,54600  	328,42797  	0,20568  	-Inf  	-Inf  	0,00406  	0,00405  	0,00396  	0,00429  	1327,62170  	0,00401  	0,00423  
6,04650  	776,67840  	1327,75450  	776,67843  	26,62509  	0,04261  	0,05957  	19759,45325  	0,04102  	0,56213  	0,49150  	0,48917  	857384737,35613  	79661,29113  	12,10642  	5831783,07786  	9,00395  	0,00897  	-Inf  	-Inf  	0,00406  	0,00419  	0,00396  	0,00514  	306,08334  	0,00398  	0,00474  
7,04753  	1327,82048  	1327,75450  	301,16026  	27,00607  	0,04023  	0,19184  	50453,42835  	0,09765  	0,68637  	1,58507  	1,58196  	351394932,40229  	4886310,37142  	28,81968  	14890768,78257  	0,98579  	0,02564  	NaN  	NaN  	0,00406  	0,00445  	0,00396  	0,00768  	781,54140  	0,00397  	0,00491  
8,04777  	1327,82048  	298,56268  	784,24594  	27,21950  	0,05287  	0,28776  	85706,53851  	0,18097  	0,31500  	2,37817  	2,37448  	10894454,63531  	3040783,09008  	53,40987  	25295332,54600  	0,45209  	0,20875  	NaN  	NaN  	0,00406  	0,00484  	0,00396  	0,00953  	1327,62170  	0,00401  	0,00442  
9,04839  	1327,82048  	-244,98909  	297,07749  	27,21795  	0,04844  	0,29639  	85706,53851  	0,18183  	0,23467  	2,44947  	2,44573  	1276,71849  	3109678,67321  	53,66509  	25295332,54600  	0,33680  	295,58064  	Inf  	-Inf  	0,00406  	0,00484  	0,00395  	0,00969  	1327,62170  	0,00400  	0,00431  
10,05085  	1327,82048  	788,72580  	-244,98909  	27,19131  	0,04891  	0,29587  	18979,01210  	0,18615  	0,22991  	2,44517  	2,44144  	57951,04819  	5986605,25925  	54,94063  	5601444,54262  	0,33000  	5,60281  	NaN  	NaN  	0,00405  	0,00486  	0,00396  	0,00968  	293,99409  	0,00400  	0,00430  
11,05191  	291,63131  	1327,75450  	-244,98909  	27,16991  	0,04883  	0,29705  	51068,50665  	0,18721  	0,23192  	2,45492  	2,45118  	1630557,67505  	465,50370  	55,25204  	15072302,30931  	598,90643  	0,19287  	NaN  	NaN  	0,00406  	0,00487  	0,00396  	0,00970  	791,06913  	0,00400  	0,00431  
12,05288  	795,38834  	1327,75450  	-244,98909  	27,14961  	0,05214  	0,29699  	85706,53851  	0,18941  	0,23319  	2,45448  	2,45074  	4762638,35410  	328703,18195  	55,90248  	25295332,54600  	3,33378  	0,20592  	NaN  	NaN  	0,00406  	0,00488  	0,00396  	0,00970  	1327,62170  	0,00401  	0,00431  
13,05541  	1327,82048  	1327,75450  	798,72738  	27,13054  	0,04939  	0,29709  	85706,53851  	0,19031  	0,23363  	2,45526  	2,45152  	660270840,00952  	3092797,02871  	56,16762  	25295332,54600  	0,33541  	0,00995  	NaN  	NaN  	0,00405  	0,00488  	0,00395  	0,00970  	1327,62170  	0,00400  	0,00431  
14,05631  	1327,82048  	281,55994  	281,58205  	27,11331  	0,04463  	0,29685  	85706,53851  	0,18833  	0,23380  	2,45332  	2,44958  	76896,88770  	116,80363  	55,58396  	25295332,54600  	0,33567  	4,24848  	NaN  	NaN  	0,00406  	0,00487  	0,00396  	0,00970  	1327,62170  	0,00398  	0,00431  
15,05759  	1327,82048  	805,70540  	805,74951  	27,10176  	0,04628  	0,29646  	85706,53851  	0,49406  	0,23357  	2,45007  	2,44634  	111508839,02028  	241,64846  	145,81737  	25295332,54600  	0,33535  	0,03092  	NaN  	NaN  	0,00406  	0,00629  	0,00396  	0,00969  	1327,62170  	0,00399  	0,00431  
16,05918  	1327,82048  	1327,75450  	1327,82053  	27,09804  	0,04549  	0,29652  	85706,53851  	1,30645  	0,23484  	2,45054  	2,44681  	2699486643,58431  	355,50866  	385,58367  	25295332,54600  	0,33718  	0,00356  	-Inf  	-Inf  	0,00405  	0,01006  	0,00396  	0,00969  	1327,62170  	0,00399  	0,00431  
17,05972  	1327,82048  	1327,75450  	1327,82053  	27,10086  	0,05160  	0,29629  	17449,82773  	1,29423  	0,23621  	2,44868  	2,44495  	2715207482,11253  	403,29676  	381,97863  	5150122,76729  	0,33914  	0,00404  	-Inf  	-Inf  	0,00406  	0,01001  	0,00396  	0,00969  	270,30661  	0,00401  	0,00431  
18,05918  	1327,82048  	267,43914  	1327,82053  	27,10475  	0,04828  	0,29610  	52628,68658  	1,11741  	0,23877  	2,44710  	2,44336  	106767803,39253  	6059423,20023  	329,79033  	15532772,08164  	0,34281  	0,03371  	-Inf  	-Inf  	0,00406  	0,00919  	0,00396  	0,00969  	815,23674  	0,00399  	0,00432  
19,06125  	263,96290  	-244,98909  	263,96291  	27,10342  	0,05325  	0,29654  	85706,53851  	0,36838  	0,23869  	2,45076  	2,44702  	236,72170  	134,12395  	108,72236  	25295332,54600  	1089,06881  	213,16744  	NaN  	NaN  	0,00405  	0,00571  	0,00396  	0,00969  	1327,62170  	0,00401  	0,00432  
20,06432  	820,19910  	820,15441  	820,19913  	27,09349  	0,04889  	0,29695  	85706,53851  	0,19292  	0,23631  	2,45409  	2,45035  	77178806,40137  	10,79108  	56,93702  	25295332,54600  	2,93195  	0,03022  	-Inf  	-Inf  	0,00406  	0,00490  	0,00396  	0,00970  	1327,62170  	0,00400  	0,00431  
21,06603  	1327,82048  	258,75337  	258,77452  	27,07710  	0,04654  	0,29649  	85706,53851  	0,19189  	0,23498  	2,45034  	2,44660  	40630,23476  	116,48566  	56,63396  	25295332,54600  	0,33740  	6,94490  	NaN  	NaN  	0,00406  	0,00489  	0,00395  	0,00969  	1327,62170  	0,00399  	0,00431  
22,06597  	253,56897  	-244,98909  	-244,98909  	27,05777  	0,05070  	0,29738  	85706,53851  	0,19292  	0,23533  	2,45769  	2,45395  	84470,99618  	0,00000  	56,93882  	25295332,54600  	1339,49763  	0,98093  	Inf  	-Inf  	0,00406  	0,00490  	0,00396  	0,00971  	1327,62170  	0,00400  	0,00431  
23,06690  	833,66178  	833,61653  	833,66182  	27,03958  	0,04660  	0,29602  	16081,26226  	1,12145  	0,23639  	2,44641  	2,44268  	87234147,36703  	11,62380  	330,98431  	4746205,87546  	2,72172  	0,02683  	-Inf  	-Inf  	0,00406  	0,00920  	0,00396  	0,00968  	249,10716  	0,00399  	0,00431  
