01/24/2025 09:51:37Time	T_hot_in(C)	T_cold_in(C)	T_cold_out(C)	T_hot_out(C)	mdot_cold(kg/s)	ASFASIFUAS(kg/s)	Diferencial_cold(bar)	Diferencial_hot(bar)	mdot_hot(kg/s)	ABS_cold(bar)	ABS_hot(bar)	q_cold(kW)	q_hot(kW)	ASFASYFY	Tau_cold_haste	Re_hot	Re_cold	U_global	PSIG_cold(bar)	R_fouling	PSIG_hot(bar)	PSID_hot(bar)	m_dot_hot	PSID_cold(bar)	m_dot_cold
2,02237  	0,00000  	0,00000  	0,00000  	0,00000  	-1,18512  	-0,20833  	-0,25900  	-0,86180  	-3,02442  	-1,72343  	-1,72415  	-0,00000  	-0,00000  	-254,35069  	-76,44127  	-9234,48090  	-3618,55272  	NaN  	NaN  	0,00000  	0,00000  	0,00000  	0,00000  	0,00000  	0,00000  	0,00000  
3,02261  	1327,82048  	1327,75450  	-244,98909  	27,02687  	0,04861  	0,29619  	85706,53851  	0,18506  	0,23648  	2,44780  	2,44406  	8178065,52827  	9044841,59990  	54,61872  	25295332,54600  	0,33962  	0,19197  	NaN  	NaN  	0,00406  	0,00486  	0,00395  	0,00969  	1327,62170  	0,00400  	0,00431  
4,02550  	1327,82048  	1327,75450  	883,87671  	27,02778  	0,05271  	0,29525  	85706,53851  	0,18404  	0,23689  	2,44005  	2,43632  	858954563,52007  	2768192,91678  	54,31766  	25295332,54600  	0,34020  	0,00898  	NaN  	NaN  	0,00405  	0,00485  	0,00396  	0,00967  	1327,62170  	0,00401  	0,00431  
01/24/2025 09:54:33Time	T_hot_in(C)	T_cold_in(C)	T_cold_out(C)	T_hot_out(C)	mdot_cold(kg/s)	ASFASIFUAS(kg/s)	Diferencial_cold(bar)	Diferencial_hot(bar)	mdot_hot(kg/s)	ABS_cold(bar)	ABS_hot(bar)	q_cold(kW)	q_hot(kW)	ASFASYFY	Tau_cold_haste	Re_hot	Re_cold	U_global	PSIG_cold(bar)	R_fouling	PSIG_hot(bar)	PSID_hot(bar)	m_dot_hot	PSID_cold(bar)	m_dot_cold
2,03930  	0,00000  	0,00000  	0,00000  	0,00000  	-1,18512  	-0,20833  	-0,25900  	-0,86180  	-3,02442  	-1,72343  	-1,72415  	-0,00000  	-0,00000  	-254,35069  	-76,44127  	-9234,48090  	-3618,55272  	NaN  	NaN  	0,00000  	0,00000  	0,00000  	0,00000  	0,00000  	0,00000  	0,00000  
3,04121  	1327,82048  	1327,75450  	-244,98909  	26,42359  	0,04480  	-0,00470  	-15815,93170  	0,00002  	0,00326  	-0,03985  	-0,04178  	112721,38746  	8312918,93589  	0,00453  	-4667896,50935  	0,00469  	0,17695  	NaN  	NaN  	0,00405  	0,00400  	0,00396  	0,00391  	-244,98909  	0,00398  	0,00400  
4,04038  	1327,82048  	1327,75450  	-244,98909  	26,42246  	0,04740  	-0,00230  	57088,71199  	0,00024  	0,00339  	-0,02002  	-0,02197  	117193,91792  	8793736,88729  	0,07206  	16849099,02353  	0,00487  	0,18719  	NaN  	NaN  	0,00405  	0,00400  	0,00396  	0,00396  	884,32375  	0,00399  	0,00400  
5,04180  	1327,82048  	1327,75450  	777,38426  	26,42242  	0,05044  	0,01646  	19713,89267  	0,00547  	0,18810  	0,13514  	0,13308  	498854006,89337  	3275215,39689  	1,61305  	5818336,37826  	0,27067  	0,01061  	NaN  	NaN  	0,00405  	0,00403  	0,00396  	0,00432  	305,37759  	0,00400  	0,00425  
6,04372  	1327,82048  	1327,75450  	302,56768  	26,51360  	0,04811  	0,05785  	-15815,93170  	0,01270  	0,54458  	0,47733  	0,47501  	280468283,23051  	5821185,17110  	3,74876  	-4667896,50935  	0,78340  	0,03055  	NaN  	NaN  	0,00405  	0,00406  	0,00396  	0,00511  	-244,98909  	0,00399  	0,00472  
7,04593  	1327,82048  	1327,75450  	-244,98909  	26,87001  	0,05062  	0,19197  	50536,90462  	0,08693  	0,67631  	1,58617  	1,58305  	23390907,49726  	9412133,40241  	25,65545  	14915405,87704  	0,97177  	0,19991  	NaN  	NaN  	0,00406  	0,00440  	0,00395  	0,00769  	782,83447  	0,00400  	0,00489  
